date,city,district,official,personal,commercial,total
21-Apr,경기,안산시 상록구,172,"143,618","5,006","148,796"
21-Apr,경기,안성시,389,"104,662","4,868","109,919"
21-Apr,경기,안양시 동안구,400,"117,399","6,299","124,098"
21-Apr,경기,안양시 만안구,153,"83,346","3,890","87,389"
21-Apr,경기,양주시,372,"109,452","3,190","113,014"
21-Apr,경기,양평군,556,"60,434","1,827","62,817"
21-Apr,경기,여주시,446,"63,131","7,396","70,973"
21-Apr,경기,연천군,304,"23,798","5,259","29,361"
21-Apr,경기,오산시,205,"107,244","3,487","110,936"
21-Apr,경기,용인시 기흥구,121,"188,034","6,237","194,392"
21-Apr,경기,용인시 수지구,49,"145,614","2,490","148,153"
21-Apr,경기,용인시 처인구,768,"131,944","7,610","140,322"
21-Apr,경기,의왕시,294,"64,364","2,879","67,537"
21-Apr,경기,의정부시,718,"162,818","5,219","168,755"
21-Apr,경기,이천시,411,"113,453","5,925","119,789"
21-Apr,경기,파주시,528,"216,134","10,157","226,819"
21-Apr,경기,평택시,734,"286,466","12,300","299,500"
21-Apr,경기,포천시,388,"85,960","9,342","95,690"
21-Apr,경기,하남시,397,"125,282","2,927","128,606"
21-Apr,경기,화성시,923,"450,023","12,189","463,135"
21-Apr,경기,계,"17,631","5,822,273","232,384","6,072,288"
21-Apr,강원,강릉시,542,"108,426","4,558","113,526"
21-Apr,강원,고성군,185,"14,393",224,"14,802"
21-Apr,강원,동해시,307,"45,324","1,452","47,083"
21-Apr,강원,삼척시,399,"32,222",777,"33,398"
21-Apr,강원,속초시,301,"38,251","1,410","39,962"
21-Apr,강원,양구군,198,"12,018",140,"12,356"
21-Apr,강원,양양군,189,"15,916",293,"16,398"
21-Apr,강원,영월군,330,"21,127",359,"21,816"
21-Apr,강원,원주시,583,"175,298","5,603","181,484"
21-Apr,강원,인제군,216,"18,454",272,"18,942"
21-Apr,강원,정선군,339,"20,654",474,"21,467"
21-Apr,강원,철원군,240,"24,109",294,"24,643"
21-Apr,강원,춘천시,822,"133,217","6,093","140,132"
21-Apr,강원,태백시,221,"20,003",780,"21,004"
21-Apr,강원,평창군,290,"25,547",490,"26,327"
21-Apr,강원,홍천군,421,"38,959","1,022","40,402"
21-Apr,강원,화천군,229,"12,993",185,"13,407"
21-Apr,강원,횡성군,255,"26,787",731,"27,773"
21-Apr,강원,계,"6,067","783,698","25,157","814,922"
21-Apr,충북,괴산군,209,"22,868",412,"23,489"
21-Apr,충북,단양군,222,"15,608",781,"16,611"
21-Apr,충북,보은군,230,"18,038","1,027","19,295"
21-Apr,충북,영동군,249,"24,887",397,"25,533"
21-Apr,충북,옥천군,207,"27,232","1,136","28,575"
21-Apr,충북,음성군,234,"58,313","1,923","60,470"
21-Apr,충북,제천시,336,"66,857","3,421","70,614"
21-Apr,충북,증평군,89,"19,219",752,"20,060"
21-Apr,충북,진천군,213,"50,101","1,328","51,642"
21-Apr,충북,청원군,1,19,0,20
21-Apr,충북,청주시 상당구,517,"92,348","2,625","95,490"
21-Apr,충북,청주시 서원구,236,"97,612","4,306","102,154"
21-Apr,충북,청주시 청원구,339,"102,483","4,031","106,853"
21-Apr,충북,청주시 흥덕구,356,"129,436","7,650","137,442"
21-Apr,충북,충주시,597,"109,515","6,612","116,724"
21-Apr,충북,계,"4,035","834,536","36,401","874,972"
21-Apr,충남,계룡시,156,"22,414",533,"23,103"
21-Apr,충남,공주시,571,"53,821","2,571","56,963"
21-Apr,충남,금산군,188,"28,830","2,092","31,110"
21-Apr,충남,논산시,410,"60,838","2,386","63,634"
21-Apr,충남,당진시,398,"95,810","3,999","100,207"
21-Apr,충남,보령시,409,"52,127","1,349","53,885"
21-Apr,충남,부여군,303,"34,548","1,198","36,049"
21-Apr,충남,서산시,414,"95,143","3,458","99,015"
21-Apr,충남,서천군,237,"27,095",883,"28,215"
21-Apr,충남,아산시,518,"169,338","6,656","176,512"
21-Apr,충남,예산군,400,"43,083","1,378","44,861"
21-Apr,충남,천안시 동남구,278,"131,089","4,950","136,317"
21-Apr,충남,천안시 서북구,523,"196,270","5,530","202,323"
21-Apr,충남,청양군,250,"16,847",836,"17,933"
21-Apr,충남,태안군,314,"34,199",563,"35,076"
21-Apr,충남,홍성군,414,"52,901","1,426","54,741"
21-Apr,충남,계,"5,783","1,114,353","39,808","1,159,944"
21-Apr,전북,고창군,307,"30,394",569,"31,270"
21-Apr,전북,군산시,543,"130,734","6,289","137,566"
21-Apr,전북,김제시,287,"45,301","1,966","47,554"
21-Apr,전북,남원시,404,"41,102","4,247","45,753"
21-Apr,전북,무주군,199,"12,873",398,"13,470"
21-Apr,전북,부안군,258,"27,384",609,"28,251"
21-Apr,전북,순창군,233,"14,621",148,"15,002"
21-Apr,전북,완주군,409,"51,386","3,184","54,979"
21-Apr,전북,익산시,518,"136,058","5,872","142,448"
21-Apr,전북,임실군,217,"14,213",427,"14,857"
21-Apr,전북,장수군,233,"12,131",176,"12,540"
21-Apr,전북,전주시 덕진구,373,"172,353","6,986","179,712"
21-Apr,전북,전주시 완산구,739,"151,647","4,157","156,543"
21-Apr,전북,정읍시,350,"54,422","3,602","58,374"
21-Apr,전북,진안군,259,"14,096",225,"14,580"
21-Apr,전북,계,"5,329","908,715","38,855","952,899"
21-Apr,전남,강진군,220,"18,558","1,094","19,872"
21-Apr,전남,고흥군,299,"32,132",632,"33,063"
21-Apr,전남,곡성군,161,"14,807",711,"15,679"
21-Apr,전남,광양시,246,"83,167","5,925","89,338"
21-Apr,전남,구례군,140,"13,140",725,"14,005"
21-Apr,전남,나주시,468,"65,017","3,168","68,653"
21-Apr,전남,담양군,226,"27,072","1,584","28,882"
21-Apr,전남,목포시,410,"94,988","5,489","100,887"
21-Apr,전남,무안군,538,"47,461","1,063","49,062"
21-Apr,전남,보성군,201,"21,621","24,110","45,932"
21-Apr,전남,순천시,491,"140,597","5,159","146,247"
21-Apr,전남,신안군,313,"21,363","61,415","83,091"
21-Apr,전남,여수시,524,"131,768","7,139","139,431"
21-Apr,전남,영광군,205,"27,735",756,"28,696"
21-Apr,전남,영암군,261,"33,188","6,891","40,340"
21-Apr,전남,완도군,280,"25,446",537,"26,263"
21-Apr,전남,장성군,195,"26,666","1,157","28,018"
21-Apr,전남,장흥군,255,"20,007",443,"20,705"
21-Apr,전남,진도군,166,"16,970",294,"17,430"
21-Apr,전남,함평군,201,"18,217","25,755","44,173"
21-Apr,전남,해남군,324,"39,469","14,951","54,744"
21-Apr,전남,화순군,224,"32,554","2,113","34,891"
21-Apr,전남,계,"6,348","951,943","171,111","1,129,402"
21-Apr,경북,경산시,323,"137,498","4,431","142,252"
21-Apr,경북,경주시,583,"142,460","4,527","147,570"
21-Apr,경북,고령군,170,"20,436",676,"21,282"
21-Apr,경북,구미시,546,"213,636","7,153","221,335"
21-Apr,경북,군위군,126,"14,882",299,"15,307"
21-Apr,경북,김천시,391,"74,541","1,920","76,852"
21-Apr,경북,문경시,276,"36,935",842,"38,053"
21-Apr,경북,봉화군,201,"18,010",198,"18,409"
21-Apr,경북,상주시,385,"53,114","1,844","55,343"
21-Apr,경북,성주군,195,"30,568","1,319","32,082"
21-Apr,경북,안동시,719,"82,584","2,638","85,941"
21-Apr,경북,영덕군,254,"18,936",308,"19,498"
21-Apr,경북,영양군,141,"9,717",114,"9,972"
21-Apr,경북,영주시,365,"55,705","1,524","57,594"
21-Apr,경북,영천시,320,"60,134","2,581","63,035"
21-Apr,경북,예천군,270,"29,999",492,"30,761"
21-Apr,경북,울릉군,153,"5,170",520,"5,843"
21-Apr,경북,울진군,310,"26,128",353,"26,791"
21-Apr,경북,의성군,312,"30,826","1,125","32,263"
21-Apr,경북,청도군,217,"24,935",779,"25,931"
21-Apr,경북,청송군,198,"15,623",207,"16,028"
21-Apr,경북,칠곡군,299,"68,364","2,359","71,022"
21-Apr,경북,포항시 남구,455,"120,932","8,385","129,772"
21-Apr,경북,포항시 북구,331,"140,093","3,785","144,209"
21-Apr,경북,계,"7,540","1,431,226","48,379","1,487,145"
21-Apr,경남,거제시,366,"106,188","2,094","108,648"
21-Apr,경남,거창군,266,"32,462",804,"33,532"
21-Apr,경남,고성군,225,"26,383",585,"27,193"
21-Apr,경남,김해시,653,"275,040","7,327","283,020"
21-Apr,경남,남해군,276,"19,825",452,"20,553"
21-Apr,경남,밀양시,330,"55,948","3,964","60,242"
21-Apr,경남,사천시,316,"56,255","1,541","58,112"
21-Apr,경남,산청군,244,"20,180",784,"21,208"
21-Apr,경남,양산시,410,"166,084","10,108","176,602"
21-Apr,경남,의령군,200,"14,535",702,"15,437"
21-Apr,경남,진주시,635,"165,180","6,259","172,074"
21-Apr,경남,창녕군,234,"35,436",884,"36,554"
21-Apr,경남,창원시 마산합포구,320,"96,424","2,883","99,627"
21-Apr,경남,창원시 마산회원구,177,"95,229","4,624","100,030"
21-Apr,경남,창원시 성산구,138,"118,901","3,067","122,106"
21-Apr,경남,창원시 의창구,929,"142,306","49,627","192,862"
21-Apr,경남,창원시 진해구,213,"91,593","1,800","93,606"
21-Apr,경남,통영시,321,"52,281","1,412","54,014"
21-Apr,경남,하동군,220,"24,003",396,"24,619"
21-Apr,경남,함안군,195,"40,411","21,019","61,625"
21-Apr,경남,함양군,212,"19,444",434,"20,090"
21-Apr,경남,합천군,267,"23,278",615,"24,160"
21-Apr,경남,계,"7,147","1,677,386","121,381","1,805,914"
21-Apr,제주,서귀포시,798,"103,858","1,999","106,655"
21-Apr,제주,제주시,"1,628","281,287","240,326","523,241"
21-Apr,제주,계,"2,426","385,145","242,325","629,896"
21-May,서울,강남구,392,"216,784","18,419","235,595"
21-May,서울,강동구,298,"143,382","8,701","152,381"
21-May,서울,강북구,314,"71,013","4,260","75,587"
21-May,서울,강서구,336,"185,387","18,695","204,418"
21-May,서울,관악구,312,"113,023","5,560","118,895"
21-May,서울,광진구,297,"92,863","5,440","98,600"
21-May,서울,구로구,300,"132,216","12,179","144,695"
21-May,서울,금천구,139,"82,892","6,281","89,312"
21-May,서울,노원구,323,"143,321","9,133","152,777"
21-May,서울,도봉구,264,"88,029","7,279","95,572"
21-May,서울,동대문구,299,"92,846","4,993","98,138"
21-May,서울,동작구,321,"102,885","2,793","105,999"
21-May,서울,마포구,338,"113,004","7,037","120,379"
21-May,서울,서대문구,464,"83,200","5,792","89,456"
21-May,서울,서초구,513,"167,349","10,518","178,380"
21-May,서울,성동구,344,"93,677","12,672","106,693"
21-May,서울,성북구,292,"115,602","5,206","121,100"
21-May,서울,송파구,389,"231,906","13,196","245,491"
21-May,서울,양천구,315,"142,558","8,605","151,478"
21-May,서울,영등포구,369,"137,245","9,089","146,703"
21-May,서울,용산구,333,"77,235","2,108","79,676"
21-May,서울,은평구,298,"124,856","6,998","132,152"
21-May,서울,종로구,"3,706","44,590","2,055","50,351"
21-May,서울,중구,"1,221","45,577","5,691","52,489"
21-May,서울,중랑구,249,"104,636","9,427","114,312"
21-May,서울,계,"12,426","2,946,076","202,127","3,160,629"
21-May,부산,강서구,310,"79,725","3,752","83,787"
21-May,부산,금정구,274,"80,452","7,460","88,186"
21-May,부산,기장군,260,"80,132","2,633","83,025"
21-May,부산,남구,219,"91,110","8,338","99,667"
21-May,부산,동구,180,"49,456","5,054","54,690"
21-May,부산,동래구,170,"92,812","3,941","96,923"
21-May,부산,부산진구,370,"124,119","20,884","145,373"
21-May,부산,북구,226,"100,973","3,497","104,696"
21-May,부산,사상구,282,"83,144","5,895","89,321"
21-May,부산,사하구,262,"106,814","6,550","113,626"
21-May,부산,서구,134,"29,126","1,418","30,678"
21-May,부산,수영구,163,"67,343","34,546","102,052"
21-May,부산,연제구,952,"90,358","11,502","102,812"
21-May,부산,영도구,224,"31,034","1,971","33,229"
21-May,부산,중구,305,"29,498","6,995","36,798"
21-May,부산,해운대구,319,"165,689","13,237","179,245"
21-May,부산,계,"4,650","1,301,785","137,673","1,444,108"
21-May,대구,남구,342,"56,266","1,650","58,258"
21-May,대구,달서구,497,"270,877","14,060","285,434"
21-May,대구,달성군,534,"134,670","5,094","140,298"
21-May,대구,동구,350,"153,864","11,205","165,419"
21-May,대구,북구,495,"201,527","7,533","209,555"
21-May,대구,서구,249,"68,531","3,959","72,739"
21-May,대구,수성구,583,"214,949","5,235","220,767"
21-May,대구,중구,300,"61,438","2,545","64,283"
21-May,대구,계,"3,350","1,162,122","51,281","1,216,753"
21-May,인천,강화군,347,"35,320","27,467","63,134"
21-May,인천,계양구,286,"120,604","190,528","311,418"
21-May,인천,남동구,845,"256,079","50,664","307,588"
21-May,인천,동구,94,"24,539","2,567","27,200"
21-May,인천,미추홀구,421,"163,663","9,767","173,851"
21-May,인천,부평구,332,"218,000","24,950","243,282"
21-May,인천,서구,433,"240,236","11,283","251,952"
21-May,인천,연수구,420,"196,978","8,380","205,778"
21-May,인천,옹진군,213,"12,106",212,"12,531"
21-May,인천,중구,637,"65,193","11,944","77,774"
21-May,인천,계,"4,028","1,332,718","337,762","1,674,508"
21-May,광주,광산구,514,"195,712","12,501","208,727"
21-May,광주,남구,214,"90,618","2,854","93,686"
21-May,광주,동구,242,"42,875","1,305","44,422"
21-May,광주,북구,600,"189,466","8,922","198,988"
21-May,광주,서구,643,"140,688","6,544","147,875"
21-May,광주,계,"2,213","659,359","32,126","693,698"
21-May,대전,대덕구,237,"85,488","6,784","92,509"
21-May,대전,동구,245,"90,943","4,692","95,880"
21-May,대전,서구,809,"205,762","7,734","214,305"
21-May,대전,유성구,373,"177,074","4,950","182,397"
21-May,대전,중구,241,"96,346","5,556","102,143"
21-May,대전,계,"1,905","655,613","29,716","687,234"
21-May,울산,남구,715,"153,992","7,372","162,079"
21-May,울산,동구,187,"61,790","1,072","63,049"
21-May,울산,북구,222,"114,919","3,671","118,812"
21-May,울산,울주군,388,"123,910","6,854","131,152"
21-May,울산,중구,337,"100,132","2,566","103,035"
21-May,울산,계,"1,849","554,743","21,535","578,127"
21-May,세종,세종특별자치시,797,"175,448","2,996","179,241"
21-May,세종,계,797,"175,448","2,996","179,241"
21-May,경기,가평군,369,"31,038",589,"31,996"
21-May,경기,고양시 덕양구,659,"181,373","3,897","185,929"
21-May,경기,고양시 일산동구,266,"125,125","5,592","130,983"
21-May,경기,고양시 일산서구,121,"116,248","4,390","120,759"
21-May,경기,과천시,715,"25,477",607,"26,799"
21-May,경기,광명시,305,"99,933","4,426","104,664"
21-May,경기,광주시,378,"192,877","8,387","201,642"
21-May,경기,구리시,259,"70,390","2,715","73,364"
21-May,경기,군포시,298,"98,065","5,156","103,519"
21-May,경기,김포시,512,"225,743","7,842","234,097"
21-May,경기,남양주시,747,"300,725","8,479","309,951"
21-May,경기,동두천시,209,"37,973","1,432","39,614"
21-May,경기,부천시,705,"293,208","12,490","306,403"
21-May,경기,성남시 분당구,368,"183,772","6,845","190,985"
21-May,경기,성남시 수정구,356,"76,897","2,494","79,747"
21-May,경기,성남시 중원구,343,"71,896","4,139","76,378"
21-May,경기,수원시 권선구,490,"188,726","8,804","198,020"
21-May,경기,수원시 영통구,225,"147,157","3,121","150,503"
21-May,경기,수원시 장안구,473,"100,811","3,859","105,143"
21-May,경기,수원시 팔달구,503,"72,602","2,950","76,055"
21-May,경기,시흥시,458,"249,308","7,996","257,762"
21-May,경기,안산시 단원구,556,"155,032","8,111","163,699"
21-May,경기,안산시 상록구,175,"143,818","4,995","148,988"
21-May,경기,안성시,389,"104,972","4,910","110,271"
21-May,경기,안양시 동안구,400,"117,491","6,348","124,239"
21-May,경기,안양시 만안구,152,"83,576","3,887","87,615"
21-May,경기,양주시,374,"109,751","3,203","113,328"
21-May,경기,양평군,557,"60,723","1,818","63,098"
21-May,경기,여주시,452,"63,264","7,324","71,040"
21-May,경기,연천군,302,"23,820","5,255","29,377"
21-May,경기,오산시,205,"107,535","3,513","111,253"
21-May,경기,용인시 기흥구,125,"188,113","6,290","194,528"
21-May,경기,용인시 수지구,49,"145,941","2,571","148,561"
21-May,경기,용인시 처인구,767,"132,415","7,639","140,821"
21-May,경기,의왕시,294,"64,511","2,895","67,700"
21-May,경기,의정부시,729,"163,238","5,252","169,219"
21-May,경기,이천시,412,"113,830","5,937","120,179"
21-May,경기,파주시,529,"217,164","10,171","227,864"
21-May,경기,평택시,735,"287,753","12,391","300,879"
21-May,경기,포천시,390,"86,194","9,181","95,765"
21-May,경기,하남시,392,"125,894","2,963","129,249"
21-May,경기,화성시,926,"452,245","12,321","465,492"
21-May,경기,계,"17,669","5,836,624","233,185","6,087,478"
21-May,강원,강릉시,537,"108,505","4,575","113,617"
21-May,강원,고성군,185,"14,490",228,"14,903"
21-May,강원,동해시,307,"45,411","1,456","47,174"
21-May,강원,삼척시,393,"32,175",778,"33,346"
21-May,강원,속초시,301,"38,313","1,391","40,005"
21-May,강원,양구군,196,"12,019",139,"12,354"
21-May,강원,양양군,189,"15,978",282,"16,449"
21-May,강원,영월군,329,"21,156",358,"21,843"
21-May,강원,원주시,584,"175,610","5,624","181,818"
21-May,강원,인제군,216,"18,515",272,"19,003"
21-May,강원,정선군,338,"20,669",472,"21,479"
21-May,강원,철원군,240,"24,113",316,"24,669"
21-May,강원,춘천시,823,"133,383","6,094","140,300"
21-May,강원,태백시,223,"19,967",759,"20,949"
21-May,강원,평창군,290,"25,600",489,"26,379"
21-May,강원,홍천군,420,"38,980","1,027","40,427"
21-May,강원,화천군,230,"12,994",184,"13,408"
21-May,강원,횡성군,254,"26,785",721,"27,760"
21-May,강원,계,"6,055","784,663","25,165","815,883"
21-May,충북,괴산군,209,"22,801",411,"23,421"
21-May,충북,단양군,223,"15,598",792,"16,613"
21-May,충북,보은군,231,"18,104","1,028","19,363"
21-May,충북,영동군,247,"24,882",401,"25,530"
21-May,충북,옥천군,208,"27,268","1,149","28,625"
21-May,충북,음성군,235,"58,315","1,938","60,488"
21-May,충북,제천시,338,"66,994","3,423","70,755"
21-May,충북,증평군,91,"19,201",745,"20,037"
21-May,충북,진천군,213,"50,216","1,326","51,755"
21-May,충북,청원군,1,19,0,20
21-May,충북,청주시 상당구,521,"92,413","2,642","95,576"
21-May,충북,청주시 서원구,236,"97,726","4,329","102,291"
21-May,충북,청주시 청원구,349,"102,550","4,048","106,947"
21-May,충북,청주시 흥덕구,356,"129,532","7,746","137,634"
21-May,충북,충주시,601,"109,630","6,872","117,103"
21-May,충북,계,"4,059","835,249","36,850","876,158"
21-May,충남,계룡시,154,"22,439",533,"23,126"
21-May,충남,공주시,571,"53,799","2,566","56,936"
21-May,충남,금산군,194,"28,568","2,099","30,861"
21-May,충남,논산시,408,"60,744","2,388","63,540"
21-May,충남,당진시,401,"95,780","3,999","100,180"
21-May,충남,보령시,410,"52,157","1,353","53,920"
21-May,충남,부여군,302,"34,208","1,231","35,741"
21-May,충남,서산시,412,"95,416","3,441","99,269"
21-May,충남,서천군,239,"27,081",862,"28,182"
21-May,충남,아산시,520,"169,669","6,679","176,868"
21-May,충남,예산군,406,"43,091","1,382","44,879"
21-May,충남,천안시 동남구,284,"131,032","4,953","136,269"
21-May,충남,천안시 서북구,523,"196,656","5,508","202,687"
21-May,충남,청양군,252,"16,801",831,"17,884"
21-May,충남,태안군,315,"34,167",565,"35,047"
21-May,충남,홍성군,417,"52,906","1,427","54,750"
21-May,충남,계,"5,808","1,114,514","39,817","1,160,139"
21-May,전북,고창군,305,"30,362",571,"31,238"
21-May,전북,군산시,544,"130,618","6,317","137,479"
21-May,전북,김제시,282,"45,267","1,946","47,495"
21-May,전북,남원시,405,"41,005","4,211","45,621"
21-May,전북,무주군,197,"12,876",397,"13,470"
21-May,전북,부안군,259,"27,399",614,"28,272"
21-May,전북,순창군,231,"14,571",147,"14,949"
21-May,전북,완주군,409,"51,377","3,173","54,959"
21-May,전북,익산시,514,"135,876","5,913","142,303"
21-May,전북,임실군,215,"14,218",426,"14,859"
21-May,전북,장수군,235,"12,129",176,"12,540"
21-May,전북,전주시 덕진구,376,"172,158","6,967","179,501"
21-May,전북,전주시 완산구,737,"151,698","4,173","156,608"
21-May,전북,정읍시,353,"54,528","3,523","58,404"
21-May,전북,진안군,259,"14,094",224,"14,577"
21-May,전북,계,"5,321","908,176","38,778","952,275"
21-May,전남,강진군,222,"18,571","1,094","19,887"
21-May,전남,고흥군,298,"32,125",621,"33,044"
21-May,전남,곡성군,165,"14,841",714,"15,720"
21-May,전남,광양시,248,"83,215","5,932","89,395"
21-May,전남,구례군,142,"13,181",728,"14,051"
21-May,전남,나주시,467,"65,135","3,174","68,776"
21-May,전남,담양군,224,"27,187","1,573","28,984"
21-May,전남,목포시,413,"94,782","5,473","100,668"
21-May,전남,무안군,547,"47,629","1,069","49,245"
21-May,전남,보성군,215,"21,669","22,413","44,297"
21-May,전남,순천시,493,"140,540","5,210","146,243"
21-May,전남,신안군,314,"21,368","63,717","85,399"
21-May,전남,여수시,526,"131,707","7,210","139,443"
21-May,전남,영광군,207,"27,766",766,"28,739"
21-May,전남,영암군,260,"33,373","4,280","37,913"
21-May,전남,완도군,281,"25,434",539,"26,254"
21-May,전남,장성군,195,"26,615","1,196","28,006"
21-May,전남,장흥군,255,"20,019",440,"20,714"
21-May,전남,진도군,166,"17,052",293,"17,511"
21-May,전남,함평군,201,"18,163","27,957","46,321"
21-May,전남,해남군,325,"39,441","17,875","57,641"
21-May,전남,화순군,222,"32,510","2,107","34,839"
21-May,전남,계,"6,386","952,323","174,381","1,133,090"
21-May,경북,경산시,323,"137,956","4,456","142,735"
21-May,경북,경주시,581,"141,517","4,611","146,709"
21-May,경북,고령군,174,"20,449",677,"21,300"
21-May,경북,구미시,544,"213,611","7,148","221,303"
21-May,경북,군위군,126,"14,837",300,"15,263"
21-May,경북,김천시,388,"74,490","1,939","76,817"
21-May,경북,문경시,279,"36,840",843,"37,962"
21-May,경북,봉화군,200,"18,020",199,"18,419"
21-May,경북,상주시,387,"52,984","1,833","55,204"
21-May,경북,성주군,196,"30,586","1,306","32,088"
21-May,경북,안동시,724,"82,587","2,696","86,007"
21-May,경북,영덕군,253,"18,938",308,"19,499"
21-May,경북,영양군,140,"9,687",114,"9,941"
21-May,경북,영주시,365,"55,660","1,520","57,545"
21-May,경북,영천시,323,"59,950","2,591","62,864"
21-May,경북,예천군,271,"30,082",493,"30,846"
21-May,경북,울릉군,155,"5,162",551,"5,868"
21-May,경북,울진군,311,"26,235",354,"26,900"
21-May,경북,의성군,311,"30,834","1,117","32,262"
21-May,경북,청도군,218,"24,963",773,"25,954"
21-May,경북,청송군,197,"15,630",206,"16,033"
21-May,경북,칠곡군,300,"68,242","2,360","70,902"
21-May,경북,포항시 남구,456,"121,122","8,395","129,973"
21-May,경북,포항시 북구,333,"140,003","3,799","144,135"
21-May,경북,계,"7,555","1,430,385","48,589","1,486,529"
21-May,경남,거제시,365,"106,195","2,092","108,652"
21-May,경남,거창군,266,"32,384",786,"33,436"
21-May,경남,고성군,228,"26,427",589,"27,244"
21-May,경남,김해시,656,"275,369","7,333","283,358"
21-May,경남,남해군,277,"19,831",457,"20,565"
21-May,경남,밀양시,330,"55,976","3,963","60,269"
21-May,경남,사천시,318,"56,343","1,550","58,211"
21-May,경남,산청군,243,"20,202",779,"21,224"
21-May,경남,양산시,412,"166,254","10,128","176,794"
21-May,경남,의령군,201,"14,582",709,"15,492"
21-May,경남,진주시,635,"165,385","6,278","172,298"
21-May,경남,창녕군,233,"35,504",722,"36,459"
21-May,경남,창원시 마산합포구,322,"96,327","2,891","99,540"
21-May,경남,창원시 마산회원구,176,"95,439","4,622","100,237"
21-May,경남,창원시 성산구,137,"119,237","3,218","122,592"
21-May,경남,창원시 의창구,945,"142,559","49,770","193,274"
21-May,경남,창원시 진해구,213,"91,725","1,803","93,741"
21-May,경남,통영시,320,"52,317","1,405","54,042"
21-May,경남,하동군,219,"24,041",398,"24,658"
21-May,경남,함안군,193,"40,335","21,149","61,677"
21-May,경남,함양군,212,"19,463",436,"20,111"
21-May,경남,합천군,271,"23,330",616,"24,217"
21-May,경남,계,"7,172","1,679,225","121,694","1,808,091"
21-May,제주,서귀포시,801,"103,773","1,991","106,565"
21-May,제주,제주시,"1,627","281,976","243,234","526,837"
21-May,제주,계,"2,428","385,749","245,225","633,402"
21-Jun,서울,강남구,393,"216,866","18,551","235,810"
21-Jun,서울,강동구,300,"143,619","8,683","152,602"
21-Jun,서울,강북구,315,"71,066","4,263","75,644"
21-Jun,서울,강서구,335,"185,878","18,676","204,889"
21-Jun,서울,관악구,312,"113,022","5,619","118,953"
21-Jun,서울,광진구,298,"92,880","5,459","98,637"
21-Jun,서울,구로구,305,"132,148","12,073","144,526"
21-Jun,서울,금천구,142,"83,035","6,319","89,496"
21-Jun,서울,노원구,321,"143,365","9,034","152,720"
21-Jun,서울,도봉구,274,"88,073","7,285","95,632"
21-Jun,서울,동대문구,299,"92,976","4,936","98,211"
21-Jun,서울,동작구,322,"103,052","2,807","106,181"
21-Jun,서울,마포구,332,"113,208","7,204","120,744"
21-Jun,서울,서대문구,465,"83,241","5,783","89,489"
21-Jun,서울,서초구,513,"167,212","10,536","178,261"
21-Jun,서울,성동구,343,"93,717","12,944","107,004"
21-Jun,서울,성북구,293,"115,726","5,214","121,233"
21-Jun,서울,송파구,390,"231,898","13,225","245,513"
21-Jun,서울,양천구,314,"142,493","8,579","151,386"
21-Jun,서울,영등포구,373,"137,244","9,102","146,719"
21-Jun,서울,용산구,335,"77,302","2,122","79,759"
21-Jun,서울,은평구,297,"125,233","6,882","132,412"
21-Jun,서울,종로구,"3,767","44,573","2,070","50,410"
21-Jun,서울,중구,"1,221","45,590","5,620","52,431"
21-Jun,서울,중랑구,254,"104,681","9,388","114,323"
21-Jun,서울,계,"12,513","2,948,098","202,374","3,162,985"
21-Jun,부산,강서구,312,"80,167","3,857","84,336"
21-Jun,부산,금정구,273,"80,348","7,434","88,055"
21-Jun,부산,기장군,261,"80,236","2,628","83,125"
21-Jun,부산,남구,223,"91,060","8,326","99,609"
21-Jun,부산,동구,183,"49,926","5,066","55,175"
21-Jun,부산,동래구,172,"92,830","3,913","96,915"
21-Jun,부산,부산진구,370,"124,111","20,738","145,219"
21-Jun,부산,북구,229,"101,430","3,522","105,181"
21-Jun,부산,사상구,285,"83,156","5,864","89,305"
21-Jun,부산,사하구,264,"106,776","6,502","113,542"
21-Jun,부산,서구,138,"29,199","1,425","30,762"
21-Jun,부산,수영구,161,"67,224","35,630","103,015"
21-Jun,부산,연제구,958,"90,501","11,901","103,360"
21-Jun,부산,영도구,226,"31,114","1,979","33,319"
21-Jun,부산,중구,307,"29,645","6,985","36,937"
21-Jun,부산,해운대구,321,"165,998","13,766","180,085"
21-Jun,부산,계,"4,683","1,303,721","139,536","1,447,940"
21-Jun,대구,남구,341,"56,129","1,644","58,114"
21-Jun,대구,달서구,497,"271,318","14,044","285,859"
21-Jun,대구,달성군,547,"134,749","5,077","140,373"
21-Jun,대구,동구,352,"153,865","11,237","165,454"
21-Jun,대구,북구,500,"201,745","7,533","209,778"
21-Jun,대구,서구,252,"68,668","3,968","72,888"
21-Jun,대구,수성구,605,"215,370","5,194","221,169"
21-Jun,대구,중구,306,"61,190","2,633","64,129"
21-Jun,대구,계,"3,400","1,163,034","51,330","1,217,764"
21-Jun,인천,강화군,355,"35,445","26,523","62,323"
21-Jun,인천,계양구,296,"120,803","189,750","310,849"
21-Jun,인천,남동구,859,"256,386","50,093","307,338"
21-Jun,인천,동구,96,"24,491","2,584","27,171"
21-Jun,인천,미추홀구,429,"164,635","9,632","174,696"
21-Jun,인천,부평구,337,"218,614","25,836","244,787"
21-Jun,인천,서구,442,"240,817","11,297","252,556"
21-Jun,인천,연수구,419,"197,782","8,471","206,672"
21-Jun,인천,옹진군,212,"12,145",215,"12,572"
21-Jun,인천,중구,639,"65,501","12,030","78,170"
