"date","city","district","official","personal","commercial","total","formatted_date","year"
"17-Aug",강원,속초시,283,34173,1296,35752,"2017-08-01",2017
"17-Aug",강원,양구군,136,11248,124,11508,"2017-08-01",2017
"17-Aug",강원,양양군,165,13799,193,14157,"2017-08-01",2017
"17-Aug",강원,영월군,303,19596,398,20297,"2017-08-01",2017
"17-Aug",강원,원주시,515,152681,5819,159015,"2017-08-01",2017
"17-Aug",강원,인제군,188,16786,218,17192,"2017-08-01",2017
"17-Aug",강원,정선군,292,19308,470,20070,"2017-08-01",2017
"17-Aug",강원,철원군,198,22608,298,23104,"2017-08-01",2017
"17-Aug",강원,춘천시,714,120101,5700,126515,"2017-08-01",2017
"17-Aug",강원,태백시,191,20079,834,21104,"2017-08-01",2017
"17-Aug",강원,평창군,276,24226,410,24912,"2017-08-01",2017
"17-Aug",강원,홍천군,339,35696,1104,37139,"2017-08-01",2017
"17-Aug",강원,화천군,186,11882,137,12205,"2017-08-01",2017
"17-Aug",강원,횡성군,219,23400,829,24448,"2017-08-01",2017
"17-Aug",충북,계,3618,743348,32725,779691,"2017-08-01",2017
"17-Aug",충북,괴산군,183,20558,358,21099,"2017-08-01",2017
"17-Aug",충북,단양군,198,14833,835,15866,"2017-08-01",2017
"17-Aug",충북,보은군,194,16686,986,17866,"2017-08-01",2017
"17-Aug",충북,영동군,219,23941,378,24538,"2017-08-01",2017
"17-Aug",충북,옥천군,187,24694,1072,25953,"2017-08-01",2017
"17-Aug",충북,음성군,213,54303,1723,56239,"2017-08-01",2017
"17-Aug",충북,제천시,303,62652,3419,66374,"2017-08-01",2017
"17-Aug",충북,증평군,83,17647,747,18477,"2017-08-01",2017
"17-Aug",충북,진천군,190,39575,1143,40908,"2017-08-01",2017
"17-Aug",충북,청원군,1,32,1,34,"2017-08-01",2017
"17-Aug",충북,청주시 상당구,419,73696,2599,76714,"2017-08-01",2017
"17-Aug",충북,청주시 서원구,222,90864,5894,96980,"2017-08-01",2017
"17-Aug",충북,청주시 청원구,329,93541,3795,97665,"2017-08-01",2017
"17-Aug",충북,청주시 흥덕구,361,111852,6000,118213,"2017-08-01",2017
"17-Aug",충북,충주시,516,98474,3775,102765,"2017-08-01",2017
"17-Aug",충남,계,5038,1002473,38716,1046227,"2017-08-01",2017
"17-Aug",충남,계룡시,134,20331,517,20982,"2017-08-01",2017
"17-Aug",충남,공주시,496,50736,2032,53264,"2017-08-01",2017
"17-Aug",충남,금산군,178,26860,2260,29298,"2017-08-01",2017
"17-Aug",충남,논산시,335,57709,2193,60237,"2017-08-01",2017
"17-Aug",충남,당진시,363,86412,3720,90495,"2017-08-01",2017
"17-Aug",충남,보령시,358,48769,1294,50421,"2017-08-01",2017
"17-Aug",충남,부여군,239,32588,1366,34193,"2017-08-01",2017
"17-Aug",충남,서산시,378,83754,3443,87575,"2017-08-01",2017
"17-Aug",충남,서천군,212,26125,971,27308,"2017-08-01",2017
"17-Aug",충남,아산시,415,147977,6216,154608,"2017-08-01",2017
"17-Aug",충남,예산군,335,39956,1385,41676,"2017-08-01",2017
"17-Aug",충남,천안시 동남구,255,117855,4792,122902,"2017-08-01",2017
"17-Aug",충남,천안시 서북구,499,167733,5702,173934,"2017-08-01",2017
"17-Aug",충남,청양군,227,15665,982,16874,"2017-08-01",2017
"17-Aug",충남,태안군,225,31512,481,32218,"2017-08-01",2017
"17-Aug",충남,홍성군,389,48491,1362,50242,"2017-08-01",2017
"17-Aug",전북,계,4545,841907,38330,884782,"2017-08-01",2017
"17-Aug",전북,고창군,235,28534,553,29322,"2017-08-01",2017
"17-Aug",전북,군산시,446,122677,6804,129927,"2017-08-01",2017
"17-Aug",전북,김제시,261,42659,1744,44664,"2017-08-01",2017
"17-Aug",전북,남원시,385,38039,3075,41499,"2017-08-01",2017
"17-Aug",전북,무주군,163,11866,364,12393,"2017-08-01",2017
"17-Aug",전북,부안군,249,26319,603,27171,"2017-08-01",2017
"17-Aug",전북,순창군,188,13567,233,13988,"2017-08-01",2017
"17-Aug",전북,완주군,309,48825,3398,52532,"2017-08-01",2017
"17-Aug",전북,익산시,453,131788,6149,138390,"2017-08-01",2017
"17-Aug",전북,임실군,192,13535,409,14136,"2017-08-01",2017
"17-Aug",전북,장수군,210,11254,176,11640,"2017-08-01",2017
"17-Aug",전북,전주시 덕진구,363,141603,7395,149361,"2017-08-01",2017
"17-Aug",전북,전주시 완산구,586,147550,4050,152186,"2017-08-01",2017
"17-Aug",전북,정읍시,284,50744,3183,54211,"2017-08-01",2017
"17-Aug",전북,진안군,221,12947,194,13362,"2017-08-01",2017
"17-Aug",전남,계,5486,862146,113424,981056,"2017-08-01",2017
"17-Aug",전남,강진군,195,17379,1080,18654,"2017-08-01",2017
"17-Aug",전남,고흥군,262,28847,664,29773,"2017-08-01",2017
"17-Aug",전남,곡성군,137,13849,919,14905,"2017-08-01",2017
"17-Aug",전남,광양시,231,74273,5860,80364,"2017-08-01",2017
"17-Aug",전남,구례군,109,12413,633,13155,"2017-08-01",2017
"17-Aug",전남,나주시,384,54775,3202,58361,"2017-08-01",2017
"17-Aug",전남,담양군,187,24542,1511,26240,"2017-08-01",2017
"17-Aug",전남,목포시,431,91270,6070,97771,"2017-08-01",2017
"17-Aug",전남,무안군,482,39436,1013,40931,"2017-08-01",2017
"17-Aug",전남,보성군,189,20347,60965,81501,"2017-08-01",2017
"17-Aug",전남,순천시,446,124656,4874,129976,"2017-08-01",2017
"17-Aug",전남,신안군,193,19412,637,20242,"2017-08-01",2017
"17-Aug",전남,여수시,503,120299,6664,127466,"2017-08-01",2017
"17-Aug",전남,영광군,208,25577,715,26500,"2017-08-01",2017
"17-Aug",전남,영암군,222,30510,13304,44036,"2017-08-01",2017
"17-Aug",전남,완도군,207,23184,476,23867,"2017-08-01",2017
"17-Aug",전남,장성군,139,23882,1057,25078,"2017-08-01",2017
"17-Aug",전남,장흥군,174,18735,439,19348,"2017-08-01",2017
"17-Aug",전남,진도군,139,15374,299,15812,"2017-08-01",2017
"17-Aug",전남,함평군,157,16747,374,17278,"2017-08-01",2017
"17-Aug",전남,해남군,291,36480,567,37338,"2017-08-01",2017
"17-Aug",전남,화순군,200,30159,2101,32460,"2017-08-01",2017
"17-Aug",경북,계,6647,1325469,48469,1380585,"2017-08-01",2017
"17-Aug",경북,경산시,408,126494,4211,131113,"2017-08-01",2017
"17-Aug",경북,경주시,534,131694,5097,137325,"2017-08-01",2017
"17-Aug",경북,고령군,150,19909,482,20541,"2017-08-01",2017
"17-Aug",경북,구미시,471,197358,7310,205139,"2017-08-01",2017
"17-Aug",경북,군위군,107,13766,269,14142,"2017-08-01",2017
"17-Aug",경북,김천시,321,68507,1772,70600,"2017-08-01",2017
"17-Aug",경북,문경시,265,34033,767,35065,"2017-08-01",2017
"17-Aug",경북,봉화군,187,16484,197,16868,"2017-08-01",2017
"17-Aug",경북,상주시,365,49503,1793,51661,"2017-08-01",2017
"17-Aug",경북,성주군,176,28384,1457,30017,"2017-08-01",2017
"17-Aug",경북,안동시,536,78148,2535,81219,"2017-08-01",2017
"17-Aug",경북,영덕군,227,17980,307,18514,"2017-08-01",2017
"17-Aug",경북,영양군,133,8879,94,9106,"2017-08-01",2017
"17-Aug",경북,영주시,316,53214,1522,55052,"2017-08-01",2017
"17-Aug",경북,영천시,246,54384,2677,57307,"2017-08-01",2017
"17-Aug",경북,예천군,179,23035,425,23639,"2017-08-01",2017
"17-Aug",경북,울릉군,138,4923,405,5466,"2017-08-01",2017
"17-Aug",경북,울진군,252,24568,348,25168,"2017-08-01",2017
"17-Aug",경북,의성군,292,28156,971,29419,"2017-08-01",2017
"17-Aug",경북,청도군,157,23119,651,23927,"2017-08-01",2017
"17-Aug",경북,청송군,194,14270,200,14664,"2017-08-01",2017
"17-Aug",경북,칠곡군,307,66209,2206,68722,"2017-08-01",2017
"17-Aug",경북,포항시 남구,362,116538,8923,125823,"2017-08-01",2017
"17-Aug",경북,포항시 북구,324,125914,3850,130088,"2017-08-01",2017
"17-Aug",경남,계,6559,1565270,82965,1654794,"2017-08-01",2017
"17-Aug",경남,거제시,325,102878,2463,105666,"2017-08-01",2017
"17-Aug",경남,거창군,235,29489,780,30504,"2017-08-01",2017
"17-Aug",경남,고성군,205,25406,700,26311,"2017-08-01",2017
"17-Aug",경남,김해시,604,248300,6555,255459,"2017-08-01",2017
"17-Aug",경남,남해군,220,18179,503,18902,"2017-08-01",2017
"17-Aug",경남,밀양시,298,52440,4156,56894,"2017-08-01",2017
"17-Aug",경남,사천시,298,52360,1504,54162,"2017-08-01",2017
"17-Aug",경남,산청군,210,18407,756,19373,"2017-08-01",2017
"17-Aug",경남,양산시,361,144637,9259,154257,"2017-08-01",2017
"17-Aug",경남,의령군,179,13108,779,14066,"2017-08-01",2017
"17-Aug",경남,진주시,564,151827,6672,159063,"2017-08-01",2017
"17-Aug",경남,창녕군,216,33373,860,34449,"2017-08-01",2017
"17-Aug",경남,창원시 마산합포구,325,97677,3041,101043,"2017-08-01",2017
"17-Aug",경남,창원시 마산회원구,165,96373,5390,101928,"2017-08-01",2017
"17-Aug",경남,창원시 성산구,141,121730,19329,141200,"2017-08-01",2017
"17-Aug",경남,창원시 의창구,864,123225,5708,129797,"2017-08-01",2017
"17-Aug",경남,창원시 진해구,195,81116,1578,82889,"2017-08-01",2017
"17-Aug",경남,통영시,312,51087,1399,52798,"2017-08-01",2017
"17-Aug",경남,하동군,210,23284,459,23953,"2017-08-01",2017
"17-Aug",경남,함안군,183,40315,10030,50528,"2017-08-01",2017
"17-Aug",경남,함양군,202,18296,403,18901,"2017-08-01",2017
"17-Aug",경남,합천군,247,21763,641,22651,"2017-08-01",2017
"17-Aug",제주,계,2114,359479,128081,489674,"2017-08-01",2017
"17-Aug",제주,서귀포시,695,94781,2270,97746,"2017-08-01",2017
"17-Aug",제주,제주시,1419,264698,125811,391928,"2017-08-01",2017
"17-Sep",서울,계,11724,2904536,199504,3115764,"2017-09-01",2017
"17-Sep",서울,강남구,380,220558,21310,242248,"2017-09-01",2017
"17-Sep",서울,강동구,261,129589,8535,138385,"2017-09-01",2017
"17-Sep",서울,강북구,291,72859,4755,77905,"2017-09-01",2017
"17-Sep",서울,강서구,318,184393,15962,200673,"2017-09-01",2017
"17-Sep",서울,관악구,300,116448,5571,122319,"2017-09-01",2017
"17-Sep",서울,광진구,265,92462,5529,98256,"2017-09-01",2017
"17-Sep",서울,구로구,256,130435,13667,144358,"2017-09-01",2017
"17-Sep",서울,금천구,103,79345,6631,86079,"2017-09-01",2017
"17-Sep",서울,노원구,267,145811,9420,155498,"2017-09-01",2017
"17-Sep",서울,도봉구,243,89742,7517,97502,"2017-09-01",2017
"17-Sep",서울,동대문구,302,91878,5463,97643,"2017-09-01",2017
"17-Sep",서울,동작구,300,101950,2789,105039,"2017-09-01",2017
"17-Sep",서울,마포구,329,109733,6691,116753,"2017-09-01",2017
"17-Sep",서울,서대문구,421,80177,5340,85938,"2017-09-01",2017
"17-Sep",서울,서초구,584,168917,10179,179680,"2017-09-01",2017
"17-Sep",서울,성동구,313,92884,9562,102759,"2017-09-01",2017
"17-Sep",서울,성북구,265,111752,5463,117480,"2017-09-01",2017
"17-Sep",서울,송파구,340,217841,12480,230661,"2017-09-01",2017
"17-Sep",서울,양천구,324,141741,8770,150835,"2017-09-01",2017
"17-Sep",서울,영등포구,350,135733,9715,145798,"2017-09-01",2017
"17-Sep",서울,용산구,361,72911,2258,75530,"2017-09-01",2017
"17-Sep",서울,은평구,240,121557,6859,128656,"2017-09-01",2017
"17-Sep",서울,종로구,3691,45286,1594,50571,"2017-09-01",2017
"17-Sep",서울,중구,1017,46404,3763,51184,"2017-09-01",2017
"17-Sep",서울,중랑구,203,104130,9681,114014,"2017-09-01",2017
"17-Sep",부산,계,4503,1234974,87045,1326522,"2017-09-01",2017
"17-Sep",부산,강서구,314,64390,3720,68424,"2017-09-01",2017
"17-Sep",부산,금정구,271,79894,7407,87572,"2017-09-01",2017
"17-Sep",부산,기장군,227,67870,2104,70201,"2017-09-01",2017
"17-Sep",부산,남구,206,87148,8774,96128,"2017-09-01",2017
"17-Sep",부산,동구,230,41661,5073,46964,"2017-09-01",2017
"17-Sep",부산,동래구,175,88047,4355,92577,"2017-09-01",2017
"17-Sep",부산,부산진구,358,121948,8340,130646,"2017-09-01",2017
"17-Sep",부산,북구,240,101092,3264,104596,"2017-09-01",2017
"17-Sep",부산,사상구,266,85348,6180,91794,"2017-09-01",2017
"17-Sep",부산,사하구,258,108575,7013,115846,"2017-09-01",2017
"17-Sep",부산,서구,138,27501,1345,28984,"2017-09-01",2017
"17-Sep",부산,수영구,151,65520,8853,74524,"2017-09-01",2017
"17-Sep",부산,연제구,853,85921,6199,92973,"2017-09-01",2017
"17-Sep",부산,영도구,226,31902,2630,34758,"2017-09-01",2017
"17-Sep",부산,중구,306,19384,6489,26179,"2017-09-01",2017
"17-Sep",부산,해운대구,284,158773,5299,164356,"2017-09-01",2017
"17-Sep",대구,계,3018,1100926,48080,1152024,"2017-09-01",2017
"17-Sep",대구,남구,360,56321,2010,58691,"2017-09-01",2017
"17-Sep",대구,달서구,447,256374,12102,268923,"2017-09-01",2017
"17-Sep",대구,달성군,446,114014,4235,118695,"2017-09-01",2017
"17-Sep",대구,동구,305,146867,10184,157356,"2017-09-01",2017
"17-Sep",대구,북구,442,188890,8191,197523,"2017-09-01",2017
"17-Sep",대구,서구,212,75385,4473,80070,"2017-09-01",2017
"17-Sep",대구,수성구,530,207450,5185,213165,"2017-09-01",2017
"17-Sep",대구,중구,276,55625,1700,57601,"2017-09-01",2017
"17-Sep",인천,계,3606,1202149,286384,1492139,"2017-09-01",2017
"17-Sep",인천,강화군,296,31198,2557,34051,"2017-09-01",2017
"17-Sep",인천,계양구,254,122697,146253,269204,"2017-09-01",2017
"17-Sep",인천,남구,375,145826,54536,200737,"2017-09-01",2017
"17-Sep",인천,남동구,857,233892,38008,272757,"2017-09-01",2017
"17-Sep",인천,동구,84,26234,2631,28949,"2017-09-01",2017
"17-Sep",인천,부평구,333,212981,7374,220688,"2017-09-01",2017
"17-Sep",인천,서구,365,210020,10584,220969,"2017-09-01",2017
"17-Sep",인천,연수구,292,155325,7387,163004,"2017-09-01",2017
"17-Sep",인천,옹진군,178,11350,156,11684,"2017-09-01",2017
"17-Sep",인천,중구,572,52626,16898,70096,"2017-09-01",2017
"17-Sep",인천,미추홀구,0,0,0,0,"2017-09-01",2017
"17-Sep",광주,계,1995,611789,33152,646936,"2017-09-01",2017
"17-Sep",광주,광산구,470,176045,10249,186764,"2017-09-01",2017
"17-Sep",광주,남구,177,84015,2851,87043,"2017-09-01",2017
"17-Sep",광주,동구,214,35770,1062,37046,"2017-09-01",2017
"17-Sep",광주,북구,461,176749,8993,186203,"2017-09-01",2017
"17-Sep",광주,서구,673,139210,9997,149880,"2017-09-01",2017
"17-Sep",대전,계,1833,628001,28259,658093,"2017-09-01",2017
"17-Sep",대전,대덕구,216,84768,6746,91730,"2017-09-01",2017
"17-Sep",대전,동구,232,87155,4161,91548,"2017-09-01",2017
"17-Sep",대전,서구,778,197999,7213,205990,"2017-09-01",2017
"17-Sep",대전,유성구,378,161739,4587,166704,"2017-09-01",2017
"17-Sep",대전,중구,229,96340,5552,102121,"2017-09-01",2017
"17-Sep",울산,계,1605,524823,21120,547548,"2017-09-01",2017
"17-Sep",울산,남구,659,151684,7213,159556,"2017-09-01",2017
"17-Sep",울산,동구,193,62960,953,64106,"2017-09-01",2017
"17-Sep",울산,북구,122,94966,4029,99117,"2017-09-01",2017
"17-Sep",울산,울주군,314,112101,6108,118523,"2017-09-01",2017
"17-Sep",울산,중구,317,103112,2817,106246,"2017-09-01",2017
"17-Sep",세종,계,664,122369,2303,125336,"2017-09-01",2017
"17-Sep",세종,세종특별자치시,664,122369,2303,125336,"2017-09-01",2017
"17-Sep",경기,계,15710,5089491,223479,5328680,"2017-09-01",2017
"17-Sep",경기,가평군,345,28240,705,29290,"2017-09-01",2017
"17-Sep",경기,고양시 덕양구,610,155629,3727,159966,"2017-09-01",2017
"17-Sep",경기,고양시 일산동구,254,115141,7449,122844,"2017-09-01",2017
"17-Sep",경기,고양시 일산서구,119,107442,3173,110734,"2017-09-01",2017
"17-Sep",경기,과천시,691,19960,545,21196,"2017-09-01",2017
"17-Sep",경기,광명시,293,102693,4256,107242,"2017-09-01",2017
"17-Sep",경기,광주시,361,160808,7726,168895,"2017-09-01",2017
"17-Sep",경기,구리시,216,65651,2350,68217,"2017-09-01",2017
"17-Sep",경기,군포시,261,94577,4900,99738,"2017-09-01",2017
"17-Sep",경기,김포시,425,171076,6368,177869,"2017-09-01",2017
"17-Sep",경기,남양주시,594,256671,6747,264012,"2017-09-01",2017
"17-Sep",경기,동두천시,202,36105,1275,37582,"2017-09-01",2017
"17-Sep",경기,부천시,704,286667,12016,299387,"2017-09-01",2017
"17-Sep",경기,성남시 분당구,322,183326,6759,190407,"2017-09-01",2017
"17-Sep",경기,성남시 수정구,316,69147,2512,71975,"2017-09-01",2017
"17-Sep",경기,성남시 중원구,288,71878,3899,76065,"2017-09-01",2017
"17-Sep",경기,수원시 권선구,319,159632,7272,167223,"2017-09-01",2017
"17-Sep",경기,수원시 영통구,205,129642,2935,132782,"2017-09-01",2017
"17-Sep",경기,수원시 장안구,573,104724,3977,109274,"2017-09-01",2017
"17-Sep",경기,수원시 팔달구,475,72114,3475,76064,"2017-09-01",2017
"17-Sep",경기,시흥시,451,190560,7445,198456,"2017-09-01",2017
"17-Sep",경기,안산시 단원구,504,144171,8294,152969,"2017-09-01",2017
"17-Sep",경기,안산시 상록구,164,138546,4667,143377,"2017-09-01",2017
"17-Sep",경기,안성시,335,92184,5054,97573,"2017-09-01",2017
"17-Sep",경기,안양시 동안구,372,117243,6619,124234,"2017-09-01",2017
"17-Sep",경기,안양시 만안구,154,83175,3844,87173,"2017-09-01",2017
"17-Sep",경기,양주시,328,90517,3002,93847,"2017-09-01",2017
"17-Sep",경기,양평군,457,53941,1702,56100,"2017-09-01",2017
"17-Sep",경기,여주시,400,57999,7331,65730,"2017-09-01",2017
"17-Sep",경기,연천군,263,22332,5628,28223,"2017-09-01",2017
"17-Sep",경기,오산시,223,88791,3176,92190,"2017-09-01",2017
"17-Sep",경기,용인시 기흥구,111,168117,8724,176952,"2017-09-01",2017
"17-Sep",경기,용인시 수지구,46,128540,2002,130588,"2017-09-01",2017
"17-Sep",경기,용인시 처인구,640,108418,6654,115712,"2017-09-01",2017
"17-Sep",경기,의왕시,284,56681,2791,59756,"2017-09-01",2017
"17-Sep",경기,의정부시,550,142147,4649,147346,"2017-09-01",2017
"17-Sep",경기,이천시,372,100567,5772,106711,"2017-09-01",2017
"17-Sep",경기,파주시,462,184579,9985,195026,"2017-09-01",2017
"17-Sep",경기,평택시,643,228565,10877,240085,"2017-09-01",2017
"17-Sep",경기,포천시,330,79876,10171,90377,"2017-09-01",2017
"17-Sep",경기,하남시,342,88889,2204,91435,"2017-09-01",2017
"17-Sep",경기,화성시,706,332530,10822,344058,"2017-09-01",2017
"17-Sep",강원,계,5352,711441,24416,741209,"2017-09-01",2017
"17-Sep",강원,강릉시,490,99331,4155,103976,"2017-09-01",2017
"17-Sep",강원,고성군,173,13299,241,13713,"2017-09-01",2017
"17-Sep",강원,동해시,292,41743,1399,43434,"2017-09-01",2017
"17-Sep",강원,삼척시,347,29806,727,30880,"2017-09-01",2017
"17-Sep",강원,속초시,285,34347,1297,35929,"2017-09-01",2017
"17-Sep",강원,양구군,135,11264,122,11521,"2017-09-01",2017
"17-Sep",강원,양양군,166,13892,189,14247,"2017-09-01",2017
"17-Sep",강원,영월군,302,19618,401,20321,"2017-09-01",2017
"17-Sep",강원,원주시,528,153112,5832,159472,"2017-09-01",2017
"17-Sep",강원,인제군,189,16851,218,17258,"2017-09-01",2017
"17-Sep",강원,정선군,297,19385,469,20151,"2017-09-01",2017
"17-Sep",강원,철원군,197,22623,298,23118,"2017-09-01",2017
"17-Sep",강원,춘천시,728,120544,5740,127012,"2017-09-01",2017
"17-Sep",강원,태백시,193,20138,838,21169,"2017-09-01",2017
"17-Sep",강원,평창군,276,24301,410,24987,"2017-09-01",2017
"17-Sep",강원,홍천군,343,35750,1107,37200,"2017-09-01",2017
"17-Sep",강원,화천군,185,11929,136,12250,"2017-09-01",2017
"17-Sep",강원,횡성군,226,23508,837,24571,"2017-09-01",2017
"17-Sep",충북,계,3647,745932,32767,782346,"2017-09-01",2017
"17-Sep",충북,괴산군,189,20619,351,21159,"2017-09-01",2017
"17-Sep",충북,단양군,198,14864,831,15893,"2017-09-01",2017
"17-Sep",충북,보은군,194,16737,987,17918,"2017-09-01",2017
"17-Sep",충북,영동군,224,24014,382,24620,"2017-09-01",2017
"17-Sep",충북,옥천군,187,24787,1073,26047,"2017-09-01",2017
"17-Sep",충북,음성군,221,54481,1715,56417,"2017-09-01",2017
"17-Sep",충북,제천시,304,62924,3423,66651,"2017-09-01",2017
"17-Sep",충북,증평군,85,17689,753,18527,"2017-09-01",2017
"17-Sep",충북,진천군,198,39870,1190,41258,"2017-09-01",2017
"17-Sep",충북,청원군,1,32,1,34,"2017-09-01",2017
"17-Sep",충북,청주시 상당구,416,73851,2604,76871,"2017-09-01",2017
"17-Sep",충북,청주시 서원구,225,91197,5857,97279,"2017-09-01",2017
"17-Sep",충북,청주시 청원구,329,93866,3791,97986,"2017-09-01",2017
"17-Sep",충북,청주시 흥덕구,360,112199,6017,118576,"2017-09-01",2017
"17-Sep",충북,충주시,516,98802,3792,103110,"2017-09-01",2017
"17-Sep",충남,계,5064,1006372,38831,1050267,"2017-09-01",2017
"17-Sep",충남,계룡시,135,20445,528,21108,"2017-09-01",2017
"17-Sep",충남,공주시,504,50848,2021,53373,"2017-09-01",2017
"17-Sep",충남,금산군,184,26954,2279,29417,"2017-09-01",2017
"17-Sep",충남,논산시,334,57787,2185,60306,"2017-09-01",2017
"17-Sep",충남,당진시,362,86680,3733,90775,"2017-09-01",2017
"17-Sep",충남,보령시,351,48924,1292,50567,"2017-09-01",2017
"17-Sep",충남,부여군,247,32677,1370,34294,"2017-09-01",2017
"17-Sep",충남,서산시,381,84007,3455,87843,"2017-09-01",2017
"17-Sep",충남,서천군,214,26178,966,27358,"2017-09-01",2017
"17-Sep",충남,아산시,419,148761,6199,155379,"2017-09-01",2017
"17-Sep",충남,예산군,336,40080,1390,41806,"2017-09-01",2017
"17-Sep",충남,천안시 동남구,252,118365,4786,123403,"2017-09-01",2017
"17-Sep",충남,천안시 서북구,499,168533,5799,174831,"2017-09-01",2017
"17-Sep",충남,청양군,225,15706,973,16904,"2017-09-01",2017
"17-Sep",충남,태안군,231,31636,481,32348,"2017-09-01",2017
"17-Sep",충남,홍성군,390,48734,1373,50497,"2017-09-01",2017
"17-Sep",전북,계,4539,844320,38897,887756,"2017-09-01",2017
"17-Sep",전북,고창군,236,28628,552,29416,"2017-09-01",2017
"17-Sep",전북,군산시,445,122874,6787,130106,"2017-09-01",2017
"17-Sep",전북,김제시,261,42798,1752,44811,"2017-09-01",2017
"17-Sep",전북,남원시,384,38085,3703,42172,"2017-09-01",2017
"17-Sep",전북,무주군,159,11886,362,12407,"2017-09-01",2017
"17-Sep",전북,부안군,248,26344,598,27190,"2017-09-01",2017
"17-Sep",전북,순창군,185,13601,224,14010,"2017-09-01",2017
"17-Sep",전북,완주군,309,48953,3401,52663,"2017-09-01",2017
"17-Sep",전북,익산시,445,132027,6175,138647,"2017-09-01",2017
"17-Sep",전북,임실군,188,13543,409,14140,"2017-09-01",2017
"17-Sep",전북,장수군,211,11294,177,11682,"2017-09-01",2017
"17-Sep",전북,전주시 덕진구,359,142315,7354,150028,"2017-09-01",2017
"17-Sep",전북,전주시 완산구,585,148018,4044,152647,"2017-09-01",2017
"17-Sep",전북,정읍시,309,50918,3167,54394,"2017-09-01",2017
"17-Sep",전북,진안군,215,13036,192,13443,"2017-09-01",2017
"17-Sep",전남,계,5549,864685,113882,984116,"2017-09-01",2017
"17-Sep",전남,강진군,197,17424,1083,18704,"2017-09-01",2017
"17-Sep",전남,고흥군,263,28936,648,29847,"2017-09-01",2017
"17-Sep",전남,곡성군,140,13889,909,14938,"2017-09-01",2017
"17-Sep",전남,광양시,230,74450,5862,80542,"2017-09-01",2017
"17-Sep",전남,구례군,116,12435,596,13147,"2017-09-01",2017
"17-Sep",전남,나주시,383,54960,3195,58538,"2017-09-01",2017
"17-Sep",전남,담양군,188,24569,1526,26283,"2017-09-01",2017
"17-Sep",전남,목포시,433,91413,6053,97899,"2017-09-01",2017
"17-Sep",전남,무안군,483,39564,1016,41063,"2017-09-01",2017
"17-Sep",전남,보성군,187,20362,62161,82710,"2017-09-01",2017
"17-Sep",전남,순천시,456,125110,4916,130482,"2017-09-01",2017
"17-Sep",전남,신안군,204,19425,635,20264,"2017-09-01",2017
"17-Sep",전남,여수시,506,120623,6678,127807,"2017-09-01",2017
"17-Sep",전남,영광군,207,25628,712,26547,"2017-09-01",2017
"17-Sep",전남,영암군,226,30561,12564,43351,"2017-09-01",2017
"17-Sep",전남,완도군,208,23246,477,23931,"2017-09-01",2017
"17-Sep",전남,장성군,139,23993,1053,25185,"2017-09-01",2017
"17-Sep",전남,장흥군,173,18885,439,19497,"2017-09-01",2017
"17-Sep",전남,진도군,145,15456,300,15901,"2017-09-01",2017
"17-Sep",전남,함평군,159,16859,377,17395,"2017-09-01",2017
"17-Sep",전남,해남군,306,36635,566,37507,"2017-09-01",2017
"17-Sep",전남,화순군,200,30262,2116,32578,"2017-09-01",2017
"17-Sep",경북,계,6695,1329813,48594,1385102,"2017-09-01",2017
"17-Sep",경북,경산시,420,127403,4225,132048,"2017-09-01",2017
"17-Sep",경북,경주시,531,131985,5103,137619,"2017-09-01",2017
"17-Sep",경북,고령군,150,19959,480,20589,"2017-09-01",2017
"17-Sep",경북,구미시,470,198252,7308,206030,"2017-09-01",2017
"17-Sep",경북,군위군,107,13792,272,14171,"2017-09-01",2017
"17-Sep",경북,김천시,327,68729,1781,70837,"2017-09-01",2017
"17-Sep",경북,문경시,268,34120,761,35149,"2017-09-01",2017
"17-Sep",경북,봉화군,192,16554,196,16942,"2017-09-01",2017
"17-Sep",경북,상주시,362,49614,1797,51773,"2017-09-01",2017
"17-Sep",경북,성주군,175,28528,1447,30150,"2017-09-01",2017
"17-Sep",경북,안동시,546,78255,2549,81350,"2017-09-01",2017
"17-Sep",경북,영덕군,233,18053,307,18593,"2017-09-01",2017
"17-Sep",경북,영양군,132,8889,94,9115,"2017-09-01",2017
"17-Sep",경북,영주시,312,53320,1517,55149,"2017-09-01",2017
"17-Sep",경북,영천시,246,54592,2668,57506,"2017-09-01",2017
"17-Sep",경북,예천군,180,23368,434,23982,"2017-09-01",2017
"17-Sep",경북,울릉군,137,4938,405,5480,"2017-09-01",2017
"17-Sep",경북,울진군,257,24660,355,25272,"2017-09-01",2017
"17-Sep",경북,의성군,290,28186,971,29447,"2017-09-01",2017
"17-Sep",경북,청도군,161,23206,658,24025,"2017-09-01",2017
"17-Sep",경북,청송군,191,14315,199,14705,"2017-09-01",2017
"17-Sep",경북,칠곡군,313,66197,2227,68737,"2017-09-01",2017
"17-Sep",경북,포항시 남구,365,116755,8942,126062,"2017-09-01",2017
"17-Sep",경북,포항시 북구,330,126143,3898,130371,"2017-09-01",2017
"17-Sep",경남,계,6592,1568731,82953,1658276,"2017-09-01",2017
"17-Sep",경남,거제시,330,102770,2394,105494,"2017-09-01",2017
"17-Sep",경남,거창군,236,29558,783,30577,"2017-09-01",2017
"17-Sep",경남,고성군,204,25393,694,26291,"2017-09-01",2017
"17-Sep",경남,김해시,604,248746,6563,255913,"2017-09-01",2017
